Scenario ID,Employee Search Query,Scenario Family,Edge Case Tags,Difficulty,Answerability,Intent Count,Archetype,Target Family ID,Target Instance ID,Construction,Generator Version,Generator Seed
Q20085,learning outcomes including Calibration Status,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - development goals by rating,R1245,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""field"", ""distinguishing_value"": ""Calibration Status"", ""sibling_count"": 2}",2.0.0,20260804
Q20086,axis - domain security by domain from All Domains,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - domain security by domain,R2004,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""data_source"", ""distinguishing_value"": ""All Domains"", ""sibling_count"": 2}",2.0.0,20260804
Q20087,axis - domain security by domain - current including Postal Code,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - domain security by domain - current,R3338,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""field"", ""distinguishing_value"": ""Postal Code"", ""sibling_count"": 2}",2.0.0,20260804
Q20088,axis - domain security by role - audit including Disabled Indicator,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - domain security by role - audit,R2928,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""field"", ""distinguishing_value"": ""Disabled Indicator"", ""sibling_count"": 2}",2.0.0,20260804
Q20089,axis - domain security by user - monthly as a Matrix report,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - domain security by user - monthly,R2920,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""report_type"", ""distinguishing_value"": ""Matrix"", ""sibling_count"": 2}",2.0.0,20260804
Q20090,axis - earnings and deductions by period - monthly v2 including Gross Pay,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - earnings and deductions by period - monthly v2,R0165,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""field"", ""distinguishing_value"": ""Gross Pay"", ""sibling_count"": 3}",2.0.0,20260804
Q20091,employee including Calculated Indicator,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - earnings and deductions by worker,R2985,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""field"", ""distinguishing_value"": ""Calculated Indicator"", ""sibling_count"": 3}",2.0.0,20260804
Q20092,management organization including Management Level,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - employee assignment by country - current,R0088,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""field"", ""distinguishing_value"": ""Management Level"", ""sibling_count"": 2}",2.0.0,20260804
Q20093,where does each employee work from Workers for HCM,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - employee assignment by location - current,R3165,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""data_source"", ""distinguishing_value"": ""Workers for HCM"", ""sibling_count"": 2}",2.0.0,20260804
Q20094,employing company including Worker ID,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - employee assignment by location - detail,R0075,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""field"", ""distinguishing_value"": ""Worker ID"", ""sibling_count"": 3}",2.0.0,20260804
Q20095,bosses prompted for Contingent Worker Type,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - employee assignment by manager - detail,R0944,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""prompt"", ""distinguishing_value"": ""Contingent Worker Type"", ""sibling_count"": 2}",2.0.0,20260804
Q20096,employing company including Postal Code,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - employee assignment by organization,R1277,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""field"", ""distinguishing_value"": ""Postal Code"", ""sibling_count"": 3}",2.0.0,20260804
Q20097,supervisory team including Email Address,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - employee assignment by organization - current,R3827,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""field"", ""distinguishing_value"": ""Email Address"", ""sibling_count"": 2}",2.0.0,20260804
Q20098,organization including Worker Type,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - employee assignment by organization - dashboard,R1099,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""field"", ""distinguishing_value"": ""Worker Type"", ""sibling_count"": 2}",2.0.0,20260804
Q20099,employing company including Manager,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - employee assignment by organization - ytd,R0716,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""field"", ""distinguishing_value"": ""Manager"", ""sibling_count"": 2}",2.0.0,20260804
Q20100,employing company including Worker Status,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - employee assignment by worker type,R1432,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""field"", ""distinguishing_value"": ""Worker Status"", ""sibling_count"": 3}",2.0.0,20260804
Q20101,where does each employee work prompted for Employee Type,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - employee assignment by worker type - dashboard,R1187,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""prompt"", ""distinguishing_value"": ""Employee Type"", ""sibling_count"": 2}",2.0.0,20260804
Q20102,work location prompted for Include Managers,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - employee assignment by worker type - quarterly,R0146,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""prompt"", ""distinguishing_value"": ""Include Managers"", ""sibling_count"": 4}",2.0.0,20260804
Q20103,work location as a Matrix report,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - employee contact,R3742,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""report_type"", ""distinguishing_value"": ""Matrix"", ""sibling_count"": 2}",2.0.0,20260804
Q20104,axis - employee contact - monthly including Worker,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - employee contact - monthly,R0408,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""field"", ""distinguishing_value"": ""Worker"", ""sibling_count"": 2}",2.0.0,20260804
Q20105,organization including Row Dimension,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - employee contact by company,R1104,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""field"", ""distinguishing_value"": ""Row Dimension"", ""sibling_count"": 2}",2.0.0,20260804
Q20106,axis - employee contact by country - summary prompted for Effective as of Date,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - employee contact by country - summary,R2148,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""prompt"", ""distinguishing_value"": ""Effective as of Date"", ""sibling_count"": 4}",2.0.0,20260804
Q20107,bosses including Calculated Indicator,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - employee contact by manager,R0241,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""field"", ""distinguishing_value"": ""Calculated Indicator"", ""sibling_count"": 4}",2.0.0,20260804
Q20108,people leader including Record Count,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - employee contact by manager - audit,R2225,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""field"", ""distinguishing_value"": ""Record Count"", ""sibling_count"": 2}",2.0.0,20260804
Q20109,legal entity including Effective Date,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - employee contact by organization - quarterly,R3415,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""field"", ""distinguishing_value"": ""Effective Date"", ""sibling_count"": 2}",2.0.0,20260804
Q20110,staff including Location,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - employee identifier,R2427,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""field"", ""distinguishing_value"": ""Location"", ""sibling_count"": 2}",2.0.0,20260804
Q20111,bosses including Company,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - employee identifier - dashboard,R3074,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""field"", ""distinguishing_value"": ""Company"", ""sibling_count"": 2}",2.0.0,20260804
Q20112,org including Business Unit,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - employee identifier by company - historical,R0351,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""field"", ""distinguishing_value"": ""Business Unit"", ""sibling_count"": 2}",2.0.0,20260804
Q20113,where does each employee work including Employee ID,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - employee identifier by country - historical,R2159,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""field"", ""distinguishing_value"": ""Employee ID"", ""sibling_count"": 2}",2.0.0,20260804
Q20114,supervisory org including Measure Value,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - employee identifier by manager - historical,R3801,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""field"", ""distinguishing_value"": ""Measure Value"", ""sibling_count"": 3}",2.0.0,20260804
Q20115,team leader as a Matrix report,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - employee identifier by manager - ytd,R3075,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""report_type"", ""distinguishing_value"": ""Matrix"", ""sibling_count"": 3}",2.0.0,20260804
Q20116,axis - employee identifier by region including Legal Name,sibling_discriminating,sibling_selection,Medium-Hard,Answerable,1,sibling_discriminating,axis - employee identifier by region,R0668,"{""construction"": ""family topic + facet carried by exactly one sibling"", ""distinguishing_kind"": ""field"", ""distinguishing_value"": ""Legal Name"", ""sibling_count"": 5}",2.0.0,20260804
